Nachname|Vorname|Geburtsdatum|Erzieherart|Anrede 1.Person|Titel 1.Person|Nachname 1.Person|Vorname 1.Person|Anrede 2.Person|Titel 2.Person|Nachname 2.Person|Vorname 2.Person|Straße|PLZ|Ort|Ortsteil|E-Mail 1. Person|Anschreiben|E-Mail 2. Person
Scheen|Simone|02.06.2004|Eltern|Frau||Scheen|Iwona|Herr||Scheen|Wieslaw|Fürstenbrunner Weg 306|59071|Hamm||Scheen@email.de|J|
Scherer|Tim|06.03.2005|Eltern|Frau||Scherer|Christiane|Herr||Scherer|Ralf|Residenzstraße 162|59929|Brilon||Scherer@email.de|J|
Scherf|Phillipp|26.11.2003|Eltern|Frau||Scherf|Halima|Herr||Scherf|Sidi Abdelouahab|Alt-Schmöckwitz 353|47441|Moers||Scherf@email.de|J|
Schieche|Paul|20.09.2002|Schüler ist volljährig|Herr||Schieche|Paul|||||Gottfried-Keller-Straße 471|49545|Tecklenburg||Schieche@email.de|J|
Schieche|Paul|20.09.2002|Mutter|Frau||Schieche|Leyla|||||Gottfried-Keller-Straße 471|49545|Tecklenburg||Schieche@email.de|J|
Schieche|Paul|20.09.2002|Vater|Herr||Schieche|Resat|||||Gottfried-Keller-Straße 471|49545|Tecklenburg||Schieche@email.de|J|
Schlick|Steffen|19.12.2007|Eltern|Frau||Schlick|Bernadeta|Herr||Schlick|Roman|Nagelgasse 450|44265|Dortmund||Schlick@email.de|J|
Schliep|Dennis|16.12.2009|Mutter|Frau||Schliep|Petra|||||Auguste-Viktoria-Platz 452|53937|Schleiden||Schliep@email.de|J|
Schliep|Dennis|16.12.2009|Vater|Herr||Schliep|Carsten|||||Auguste-Viktoria-Platz 452|53937|Schleiden||Schliep@email.de|J|
Schlimm|Swen|24.12.2006|Eltern|Frau||Schlimm|Christine|Herr||Schlimm|Arnd|Plehmpfad 151|45711|Datteln||Schlimm@email.de|J|intersport.klose@gmail.com
Schmieden|Julia|06.06.2008|Eltern|Frau||Schmieden|Katja|Herr||Schmieden|Matthias|Gotha-Allee 179|47546|Kalkar||Schmieden@email.de|J|
Schmischke|Marina|05.02.2010|Eltern|Frau||Schmischke|Ramona|Herr||Schmischke|Sascha|Fürstenwalder Chaussee 239|42329|Wuppertal||Schmischke@email.de|J|
Schmitt|Mandy|01.12.2007|Eltern|Frau||Schmitt|Judith|Herr||Schmitt|Dirk|Eichhornstraße 469|57368|Lennestadt||Schmitt@email.de|J|
Schnoor|Maik|30.07.2007|Eltern|Frau||Schnoor|Julia|Herr||Schnoor|Ulrich|Max-Betcke-Platz 160|58730|Fröndenberg||Schnoor@email.de|J|ulrichgraedig@web.de
Scholer|Kristian|29.08.2003|Schüler ist volljährig|Herr||Scholer|Kristian|||||Otto-Krüger-Zeile 116|45219|Essen|||J|
Scholer|Kristian|29.08.2003|Eltern|Frau||Scholer|Serpil|Herr||Scholer|Yusuf|Otto-Krüger-Zeile 116|45219|Essen||Scholer@email.de|J|
Schöngarth|Franziska|02.08.2006|Eltern|Frau||Schöngarth|Monika|Herr||Schöngarth|Andreas|Friedrichstraße 352|47057|Duisburg||Schöngarth@email.de|J|
Schrade|Eric|25.12.2004|Eltern|Frau||Schrade|Daphne|Herr||Schrade|Tobias|Schillerstraße 35|42329|Wuppertal||Schrade@email.de|J|scneider@vvm-velbert.de
Schrade|Kristian|27.07.2006|Eltern|Frau||Schrade|Nigar|Herr||Schrade|Coskun|Schmale Gasse 238|42289|Wuppertal||Schrade@email.de|J|
Schrage|Lea|03.05.2010|Eltern|Frau||Schrage|Evelin|Herr||Schrage|Bertram|Triglawstraße 213|51465|Bergisch Gladbach||Schrage@email.de|J|bkz-cnc@bkz-cnc.de
Schuff|Karolin|25.11.2007|Eltern|Frau||Schuff|Marina|Herr||Schuff|Thomas|Ostendstraße 395|51375|Leverkusen||Schuff@email.de|J|
Schulte|Ulrich|06.06.2006|Eltern|Frau||Schulte|Pagona|Herr||Schulte|Ioannis|Seestraße 25|32479|Hille||Schulte@email.de|J|
Schulte-Dabrock|Laura|05.01.2008|Eltern|Frau||Schulte-Dabrock|Hiba|Herr||Schulte-Dabrock|Hassan|Rhedaer Weg 428|45968|Gladbeck||Schulte-Dabrock@email.de|J|
Schulte-Heymink|Diana|18.09.2006|Eltern|Frau||Schulte-Heymink|Stephanie|Herr||Schulte-Heymink|Tobias|Schonungsweg 431|58642|Iserlohn||Schulte-Heymink@email.de|J|tobia.cordeaeo@t-online.de
Schulte-Janning|Antje|28.08.2006|Eltern|Frau||Schulte-Janning|Anja|Herr||Schulte-Janning|Stephan|Müggelheimer Straße 425|47137|Duisburg||Schulte-Janning@email.de|J|stephan-klempies.de
Schulte-Janning|Sophie|13.03.2007|Mutter|Frau||Schulte-Janning|Oumou Hawa|||||Prinzenstraße 408|46147|Oberhausen||Schulte-Janning@email.de|J|
Schulten|Maria|03.05.2010|Mutter|Frau||Schulten|Alexandra|||||Albert-Beyer-Straße 467|58515|Lüdenscheid||Schulten@email.de|J|
Schulten|Maria|03.05.2010|Vater|Herr||Schulten|Andreas|||||Albert-Beyer-Straße 467|58515|Lüdenscheid||Schulten@email.de|J|
Schulten|Stephan|10.09.2010|Eltern|Frau||Schulten|Brigitte|Herr||Schulten|Roland|Schneewittchenstraße 498|51061|Köln||Schulten@email.de|J|roland.eickmann@online.de
Schulte-Pröbstinck|Annett|23.11.2007|Eltern|Frau||Schulte-Pröbstinck|Nina|Herr||Schulte-Pröbstinck|Oliver|Ahéstraße 194|33189|Schlangen||Schulte-Pröbstinck@email.de|J|oliwarnecke@web.de
Schulte-Wiggering|Thorsten|13.02.2006|Eltern|Frau||Schulte-Wiggering|Andrea|Herr||Schulte-Wiggering|Harun|Kieler Straße 249|52078|Aachen||Schulte-Wiggering@email.de|J|
Schulze|Sara|04.05.2010|Mutter|Frau||Schulze|Karoline|||||Burgunder Allee 385|52068|Aachen||Schulze@email.de|J|
Schulze-Dabrock|Jörg|07.11.2008|Eltern|Frau||Schulze-Dabrock|Kathrin|Herr||Schulze-Dabrock|Oliver|Am Küstergarten 95|45896|Gelsenkirchen||Schulze-Dabrock@email.de|J|
Schulze-Heiming|Anja|16.05.2009|Eltern|Frau||Schulze-Heiming|Irini|Herr||Schulze-Heiming|Kyrillos|Am Krusenick 44|32657|Lemgo||Schulze-Heiming@email.de|J|
Schupp|Matthias|17.12.2007|Mutter|Frau||Schupp|Jennifer|||||Dickensweg 294|47506|Neukirchen-Vluyn||Schupp@email.de|J|
Schuster|Anja|07.07.2007|Eltern|Frau||Schuster|Gülnur|Herr||Schuster|Haydar|Bismarckstraße 15|51702|Bergneustadt||Schuster@email.de|J|
Schwartz|Sabine|19.06.2008|Mutter|Frau||Schwartz|Carmela|||||Lappstraße 252|59494|Soest||Schwartz@email.de|J|
Schwartz|Sabine|19.06.2008|Vater|Herr||Schwartz|Levent|||||Lappstraße 252|59494|Soest||Schwartz@email.de|J|
Schwarzrock|Marcel|09.04.2010|Eltern|Frau||Schwarzrock|Lisa|Herr||Schwarzrock|Erdal|Gervinusstraße 487|48351|Everswinkel||Schwarzrock@email.de|J|erdal.kizilkaya86@icloud.com
Schwenninger|Sophia|22.01.2009|Eltern|Frau||Schwenninger|Hacer|Herr||Schwenninger|Osman|Schmöckwitzer Damm 468|44623|Herne||Schwenninger@email.de|J|
Schwidetzky|Claudia|17.06.2008|Eltern|Frau||Schwidetzky|Angela|Herr||Schwidetzky|Marcus|Köllnische Straße 9|53127|Bonn||Schwidetzky@email.de|J|
Schwidrik|Christian|20.07.2006|Mutter|Frau||Schwidrik|Olympia|||||Breitscheidplatz 463|42113|Wuppertal||Schwidrik@email.de|J|
Schwidrik|Christian|20.07.2006|Vater|Herr||Schwidrik|Athanasios|||||Breitscheidplatz 463|42113|Wuppertal||Schwidrik@email.de|J|
Sehner|Michael|01.07.2010|Eltern|Frau||Sehner|Simone|Herr||Sehner|Stefan|Ostendstraße 118|50189|Elsdorf||Sehner@email.de|J|
Seidel|Barbara|04.11.2006|Eltern|Frau||Seidel|Angela|Herr||Seidel|Oliver|Rathausstraße 57|59823|Arnsberg||Seidel@email.de|J|
Seipp|Barbara|22.06.2006|Eltern|Frau||Seipp|Angela|Herr||Seipp|Frank|Breite Straße 204|45739|Oer-Erkenschwick||Seipp@email.de|J|
Selmann|Christine|12.10.2003|Schülerin ist volljährig|Frau||Selmann|Christine|||||Kremmener Straße 293|59063|Hamm|||J|
Selmann|Christine|12.10.2003|Eltern|Frau||Selmann|Jasminka|Herr||Selmann|Daniel|Kremmener Straße 293|59063|Hamm||Selmann@email.de|J|
Senst|Sophie|13.09.2006|Eltern|Frau||Senst|Kerstin|Herr||Senst|Michael|Triglawstraße 470|58640|Iserlohn||Senst@email.de|J|
Serocka|Niklas|30.01.2009|Eltern|Frau||Serocka|Gina|Herr||Serocka|Lars|Bukesweg 121|53859|Niederkassel||Serocka@email.de|J|
Sielfeld|Franziska|27.02.2005|Eltern|Frau||Sielfeld|Özlem|Herr||Sielfeld|Cihan|Budapester Straße 31|33415|Verl||Sielfeld@email.de|J|beiji@hotmail.de
Sievertsen|Jessica|01.01.2010|Eltern|Frau||Sievertsen|Edina|Herr||Sievertsen|Mirsad|Franklinstraße 458|41849|Wassenberg||Sievertsen@email.de|J|
Sjöberg|Benjamin|18.09.2007|Eltern|Frau||Sjöberg|Nicole|Herr||Sjöberg|Jörg|Mozartstraße 221|59067|Hamm||Sjöberg@email.de|J|
Skala|Sara|18.04.2004|Eltern|Frau||Skala|Ruzica|Herr||Skala|Miroslav|Froschteichplatz 368|33647|Bielefeld||Skala@email.de|J|
Sobottka|Claudia|26.05.2010|Eltern|Frau||Sobottka|Diana|Herr||Sobottka|Ivan|Steinhöfeler Weg 113|44147|Dortmund||Sobottka@email.de|J|ivancic@hotmail.de
Solterbeck|Klaus|07.09.2008|Eltern|Frau||Solterbeck|Diana-Carmen|Herr||Solterbeck|Ionut-Eduars|Schöneicher Weg 161|53844|Troisdorf||Solterbeck@email.de|J|
Sönnicksen|Sandra|07.10.2004|Mutter|Frau||Sönnicksen|Hanife|||||Emrichstraße 194|40231|Düsseldorf||Sönnicksen@email.de|J|
Speer|Sabine|31.08.2007|Eltern|Frau||Speer|Tanja|Herr||Speer|Sven|Berliner Straße 108|40549|Düsseldorf||Speer@email.de|J|Svenreithmeier@gmx.de
Spica|Jessica|04.07.2004|Eltern|Frau||Spica|Marina|Herr||Spica|Falko|Bellstraße 247|33611|Bielefeld||Spica@email.de|J|
Spica|Uta|17.07.2006|Eltern|Frau||Spica|Ramona|Herr||Spica|Jörg|Kleine Alexanderstraße 427|41366|Schwalmtal||Spica@email.de|J|joerg@doege@t-online.de
Stache|Jessika|30.11.2002|Schülerin ist volljährig|Frau||Stache|Jessika|||||Schmale Gasse 434|44536|Lünen|||J|
Stache|Jessika|30.11.2002|Eltern|Frau||Stache|Semra|Herr||Stache|Engin |Schmale Gasse 434|44536|Lünen||Stache@email.de|J|
Staels|Vanessa|17.02.2009|Eltern|Frau||Staels|Oxana|Herr||Staels|Konstantin|Erwin-Bock-Straße 251|44629|Herne||Staels@email.de|J|
Stahlmann|Anke|25.06.2006|Mutter|Frau||Stahlmann|Ayse|||||Carmerstraße 227|47198|Duisburg||Stahlmann@email.de|J|
Stahlmann|Anke|25.06.2006|Vater|Herr||Stahlmann|Fikret|||||Carmerstraße 227|47198|Duisburg||Stahlmann@email.de|J|
Stahlmann|Patrick|23.01.2009|Mutter|Frau||Stahlmann|Christine|||||Raumbacher Straße 338|48683|Ahaus||Stahlmann@email.de|J|
Stahlmann|Patrick|23.01.2009|Vater|||Stahlmann||Herr||Stahlmann|Felix|Raumbacher Straße 338|48683|Ahaus||Stahlmann@email.de|J|felixspiecker@googlemail.com
Steglitz|Leon|02.12.2004|Eltern|Frau||Steglitz|Ilona|Herr||Steglitz|Torsten|Essenplatz 16|51789|Lindlar||Steglitz@email.de|J|
Steinmüller|Marina|10.09.2009|Eltern|Frau||Steinmüller|Johanna|Herr||Steinmüller|Markus|Schmausstraße 98|52372|Kreuzau||Steinmüller@email.de|J|markus.k-@gmx.de
Stephan|Maria|09.07.2006|Eltern|Frau||Stephan|Silke|Herr||Stephan|Torsten|Galvanistraße 242|53177|Bonn||Stephan@email.de|J|
Stolzenberg|Jessika|10.02.2010|Eltern|Frau||Stolzenberg|Pamela|Herr||Stolzenberg|Vito|Möllhausenufer 457|58644|Iserlohn||Stolzenberg@email.de|J|
Stolzenburg|Tom|18.10.2010|Eltern|Frau||Stolzenburg|Elif|Herr||Stolzenburg|Serdal|Pestalozzistraße 453|32130|Enger||Stolzenburg@email.de|J|
Strack|Martin|03.02.2007|Eltern|Frau||Strack|Minette|Herr||Strack|Thomas|Seestraße 151|53113|Bonn||Strack@email.de|J|
Stramm|Maximilian|20.08.2005|Mutter|Frau||Stramm|Natascha|||||Grolmanstraße 350|40724|Hilden||Stramm@email.de|J|
Stramm|Maximilian|20.08.2005|Vater|Herr||Stramm|Lars|||||Grolmanstraße 350|40724|Hilden||Stramm@email.de|J|
Suethausen|Jürgen|29.12.2006|Eltern|Frau||Suethausen|Katarzyna|Herr||Suethausen|Jozef|Döberitzer Heerstraße 316|46236|Bottrop||Suethausen@email.de|J|j.lisson@web.de
Sünkes|Manuela|24.08.2002|Schülerin ist volljährig|Frau||Sünkes|Manuela|||||Schulgartenstraße 194|32699|Extertal||Sünkes@email.de|J|
Sünkes|Manuela|24.08.2002|Mutter|Frau||Sünkes|Christiane|||||Schulgartenstraße 194|32699|Extertal||Sünkes@email.de|J|
Sünkes|Manuela|24.08.2002|Vater|Herr||Sünkes|Mario|||||Schulgartenstraße 194|32699|Extertal||Sünkes@email.de|J|
Tamsen|Jürgen|27.11.2007|Eltern|Frau||Tamsen|Birsen|Herr||Tamsen|Ilhan|Sternallee 282|51143|Köln||Tamsen@email.de|J|
Teuffenbach|Uwe|13.02.2007|Eltern|Frau||Teuffenbach|Vera|Herr||Teuffenbach|Tim|Semliner Straße 267|44625|Herne||Teuffenbach@email.de|J|
Thiede|Felix|31.05.2010|Eltern|Frau||Thiede|Isabelle|Herr||Thiede|Rainer|Siebergasse 159|47906|Kempen||Thiede@email.de|J|rifelderhoff@t-online.de
Thielen|Frank|15.01.2005|Eltern|Frau||Thielen|Elisabeth|Herr||Thielen|Thomas|Friedrich-Karl-Platz 173|33609|Bielefeld||Thielen@email.de|J|
Thoben|Julia|15.02.2009|Eltern|Frau||Thoben|Anja|Herr||Thoben|Frank|Ebelallee 62|59872|Meschede||Thoben@email.de|J|frank.klasen@t-online.de
Thomas|Stefan|15.09.2004|Eltern|Frau||Thomas|Kathrin|Herr||Thomas|Abdelhamid|Eosanderstraße 497|33098|Paderborn||Thomas@email.de|J|boudhim@gmx.de
Thomsen|Sara|29.07.2010|Eltern|Frau||Thomsen|Jelena|Herr||Thomsen|Nenad|Spreestraße 93|46236|Bottrop||Thomsen@email.de|J|
Threinen|Manuela|08.02.2003|Schülerin ist volljährig|Frau||Threinen|Manuela|||||Schloßparkstraße 291|46483|Wesel|||J|
Threinen|Manuela|08.02.2003|Eltern|Frau||Threinen|Hülya|Herr||Threinen|Hüseyin|Schloßparkstraße 291|46483|Wesel||Threinen@email.de|J|
Timmermann|Eric|28.01.2005|Eltern|Frau||Timmermann|Melanie|Herr||Timmermann|Mike|Schäferstraße 216|32139|Spenge||Timmermann@email.de|J|
Timmermann|Katja|25.05.2006|Eltern|Frau||Timmermann|Birsen|Frau||Timmermann|Ilhan|Altgrabauer Straße 63|33602|Bielefeld||Timmermann@email.de|J|
Todt|Erik|01.03.2006|Mutter|Frau||Todt|Leman|||||Falkendammer Straße 276|59519|Möhnesee||Todt@email.de|J|
Todt|Erik|01.03.2006|Vater|||Todt|Oguz|||||Falkendammer Straße 276|59519|Möhnesee||Todt@email.de|J|
Tordsen|Sophie|08.12.2008|Eltern|Frau||Tordsen|Michaela|Herr||Tordsen|Ulrich|Elmsteiner Weg 6|59557|Lippstadt||Tordsen@email.de|J|uli@hunschok-velbert.de
Trapp|Sandra|03.09.2008|Eltern|Frau||Trapp|Dana|Herr||Trapp|Nedzad|Glockenturmstraße 104|59427|Unna||Trapp@email.de|J|
Tretow|Melanie|18.12.2004|Eltern|Frau||Tretow|Gülay|Herr||Tretow|Özcan|Philipp-Jacob-Rauch-Straße 45|47623|Kevelaer||Tretow@email.de|J|
Tschudy|Nadine|20.09.2009|Eltern|Frau||Tschudy|Nicole|Herr||Tschudy|Andreas|Spreestraße 132|50933|Köln||Tschudy@email.de|J|andreas.kuepper@yahoo.de
Tüttinghoff|Ulrike|13.01.2007|Eltern|Frau||Tüttinghoff|Jasmina|Herr||Tüttinghoff|Edin|Birkenallee 6|42111|Wuppertal||Tüttinghoff@email.de|J|
Twern|Tobias|23.10.2006|Eltern|Frau||Twern|Vera|Herr||Twern|Christian|Barbenweg 84|45549|Sprockhövel||Twern@email.de|J|hessc@arcor.de
Ulfers|Nadine|20.10.2007|Mutter|Frau||Ulfers|Nina|||||Branitzer Platz 295|52224|Stolberg||Ulfers@email.de|J|
Ulfers|Nadine|20.10.2007|Vater|||Ulfers||Herr||Ulfers|Dirk|Branitzer Platz 295|52224|Stolberg||Ulfers@email.de|J|
Ulrich|Claudia|17.09.2008|Mutter|Frau||Ulrich|Sibel|||||Turmallee	 45|46419|Isselburg||Ulrich@email.de|J|
Ulrich|Claudia|17.09.2008|Vater|Herr||Ulrich|Gökhan|||||Turmallee	 45|46419|Isselburg||Ulrich@email.de|J|
Usedom|Daniela|31.05.2009|Eltern|Frau||Usedom|Sabine|Herr||Usedom|Darius|Alkenweg 410|41061|Mönchengladbach||Usedom@email.de|J|dariusgieron@gmail.com
Vahlpagel|Uta|24.02.2009|Eltern|Frau||Vahlpagel|Patricia|Herr||Vahlpagel|Andreas|Birnbaumer Straße 189|45327|Essen||Vahlpagel@email.de|J|
Valentin|Maximilian|16.09.2008|Eltern|Frau||Valentin|Anne|Herr||Valentin|Fritjof|Schlachthausgasse 462|50667|Köln||Valentin@email.de|J|f.sandrock@t-online.de
van Diest|Paul|28.10.2008|Eltern|Frau||van Diest|Katharina|Herr||van Diest|Michael|Liebknechtstraße 101|59174|Kamen||van Diest@email.de|J|
van Dülmen|Diana|14.09.2005|Eltern|Frau||van Dülmen|Maria|Herr||van Dülmen|Marinko|Feldstraße 290|52355|Düren||van Dülmen@email.de|J|
Varensell|Stefan|08.08.2004|Eltern|Frau||Varensell|Claudia|Herr||Varensell|Christian|Emmy-Zehden-Weg 106|45127|Essen||Varensell@email.de|J|
Venneker|Uta|25.03.2005|Eltern|Frau||Venneker|Sebnem|Herr||Venneker|Cenk|Kastanienallee 347|33803|Steinhagen||Venneker@email.de|J|Cenkcatak@web.de
Vidante|Karin|13.03.2004|Eltern|Frau||Vidante|Nina|Herr||Vidante|André|Elsterweg 92|52068|Aachen||Vidante@email.de|J|andre.gohlisch@gmx.de
Vogel|Marina|07.02.2010|Eltern|Frau||Vogel|Maintoh|Herr||Vogel|Denis Bertin|Friedrichstraße 186|53844|Troisdorf||Vogel@email.de|J|wdenis24@yahoo.com
Vohlheim|Karin|20.07.2006|Mutter|Frau||Vohlheim|Silke|||||Sportallee 407|44797|Bochum||Vohlheim@email.de|J|
Vohlheim|Karin|20.07.2006|Vater|Herr||Vohlheim|Besnik|||||Sportallee 407|44797|Bochum||Vohlheim@email.de|J|
Volkmann|Silke|14.11.2009|Eltern|Frau||Volkmann|Olga|Herr||Volkmann|Mathias|Klostergasse 296|52396|Heimbach||Volkmann@email.de|J|
Volmert|Marco|21.03.2003|Schüler ist volljährig|Herr||Volmert|Marco|||||Adenauerdamm 165|47119|Duisburg|||J|
Volmert|Marco|21.03.2003|Mutter|Frau||Volmert|Kim|||||Adenauerdamm 165|47119|Duisburg||Volmert@email.de|J|
Volmert|Marco|21.03.2003|Vater|Herr||Volmert|Waldemar|||||Adenauerdamm 165|47119|Duisburg||Volmert@email.de|J|
Volquartsen|Karin|19.01.2009|Mutter|Frau||Volquartsen|Nürgül|||||Elstergrund 260|50129|Bergheim||Volquartsen@email.de|J|
Vorstius|Janina|26.08.2010|Mutter|Frau||Vorstius|Ina|||||Englische Straße 66|45481|Mülheim||Vorstius@email.de|J|
Voss|Kerstin|15.05.2009|Mutter|Frau||Voss|Sandra Paula|||||Lindenstraße 468|33617|Bielefeld||Voss@email.de|J|
Vulpinus|Manuela|19.04.2007|Eltern|Frau||Vulpinus|Urszula|Herr||Vulpinus|Roman|Flatowallee 245|58708|Menden||Vulpinus@email.de|J|
Wackerow|Steffen|04.12.2003|Vater|Herr||Wackerow|Martin|||||Schlegelstraße 163|47053|Duisburg||Wackerow@email.de|J|
Wagener|Melanie|08.12.2005|Eltern|Frau||Wagener|Jutta|Herr||Wagener|Mike|An der Krummen Lake 258|40221|Düsseldorf||Wagener@email.de|J|m.kessels@t-online.de
Wallin|Stefan|15.05.2010|Eltern|Frau||Wallin|Anastasia|Herr||Wallin|Andreas|Oberspreestraße 111|51143|Köln||Wallin@email.de|J|
Wallmeyer|René|14.06.2008|Eltern|Frau||Wallmeyer|Güldane|Herr||Wallmeyer|Johann Karl|Gierkeplatz 311|45884|Gelsenkirchen||Wallmeyer@email.de|J|
Walpurgis|Maik|17.12.2008|Eltern|Frau||Walpurgis|Nina Renee|Herr||Walpurgis|Oliver|Kirch-Gasse 59|59955|Winterberg||Walpurgis@email.de|J|oliwarnecke@web.de
Walther|Kerstin|16.04.2004|Mutter|Frau||Walther|Lina|||||Liebknechtplatz 286|45473|Mülheim||Walther@email.de|J|
Wanders|Klaus|14.06.2004|Eltern|Frau||Wanders|Claudia|Herr||Wanders|Boris|Gutenbergplatz 271|44797|Bochum||Wanders@email.de|J|
Wandry|Frank|28.11.2005|Eltern|Frau||Wandry|Dalvinder|Herr||Wandry|Balraj|Fliederstraße 77|59494|Soest||Wandry@email.de|J|
Warburg|Annett|16.07.2004|Eltern|Frau||Warburg|Gülsün|Herr||Warburg|Mehmet|Norheimer Straße 233|42477|Radevormwald||Warburg@email.de|J|
Weege|Klaudia|26.10.2006|Eltern|Frau||Weege|Angelika|Herr||Weege|Holger|Sandschurrepfad 129|58515|Lüdenscheid||Weege@email.de|J|
Wenski|Martin|05.06.2010|Eltern|Frau||Wenski|Sandra|Herr||Wenski|Thomas|Sebastiankirch-Gasse 217|58452|Witten||Wenski@email.de|J|
Wesel|Ralph|27.01.2005|Eltern|Frau||Wesel|Urszula|Herr||Wesel|Roman|Gloedenpfad 138|42697|Solingen||Wesel@email.de|J|
Westphal|Torsten|04.06.2008|Ansprechpartner|Frau||Westphal|Nicole|Herr||Westphal|Markus|Luisenufer 298|40215|Düsseldorf||Westphal@email.de|J|
Wiegmann|Nadine|13.07.2004|Eltern|Frau||Wiegmann|Andrea|Herr||Wiegmann|Bernd|Köllnische Gasse 398|42857|Remscheid||Wiegmann@email.de|J|
Wilkau|Frank|06.10.2007|Eltern|Frau||Wilkau|Alexandra|Herr||Wilkau|Antonio|Am Parkplatz 47|46348|Raesfeld||Wilkau@email.de|J|
Willmott|Steffen|25.07.2007|Eltern|Frau||Willmott|Katharina|Herr||Willmott|Marc-Oliver|Schulgartenstraße 451|46145|Oberhausen||Willmott@email.de|J|marc-oliver.hohn@gmx.de
Willmott|Stefanie|09.04.2007|Eltern|Frau||Willmott|Alexandra|Herr||Willmott|Marco|Coubertinplatz 171|41334|Nettetal||Willmott@email.de|J|avc.graeber@gmx.de
Wischnewski|Laura|12.09.2002|Schülerin ist volljährig|Frau||Wischnewski|Laura|||||Rehborner Straße 23|52062|Aachen||Wischnewski@email.de|J|
Wischnewski|Laura|12.09.2002|Eltern|Frau||Wischnewski|Beata|Herr||Wischnewski|Bogdan|Rehborner Straße 23|52062|Aachen||Wischnewski@email.de|J|
Witzki|Dennis|27.12.2010|Ansprechpartner|Frau||Witzki|Teresa|Herr||Witzki|Hubert|Finkenschlag 464|45478|Mülheim||Witzki@email.de|J|Hubertteresa.rw@gmx.de
Zacharias|Daniela|04.08.2006|Eltern|Frau||Zacharias|Ceylan|Herr||Zacharias|Haitham|Elcknerplatz 333|58579|Schalksmühle||Zacharias@email.de|J|
Zech|Monika|03.02.2004|Eltern|Frau||Zech|Tanja|Herr||Zech|Dirk|Müggelspreeweg 68|33729|Bielefeld||Zech@email.de|J|
Zibulski|Gabriele|01.08.2004|Eltern|Frau||Zibulski|Barbara|Herr||Zibulski|Jaraslow|Karlplatz 355|45259|Essen||Zibulski@email.de|J|
Zuber|Daniela|15.06.2010|Mutter|Frau||Zuber|Yeliz|||||Kirchhofs-Gasse 76|48739|Legden||Zuber@email.de|J|
Zuber|Daniela|15.06.2010|Vater|Herr||Zuber|Basar|||||Kirchhofs-Gasse 76|48739|Legden||Zuber@email.de|J|
Zurlohe|Franziska|18.02.2008|Eltern|Frau||Zurlohe|Simone|Herr||Zurlohe|Markus|Slabystraße 50|50374|Erftstadt||Zurlohe@email.de|J|markuscrone@gmx.de
