Nachname|Vorname|Geburtsdatum|Telefonnr.|Art
Nommsen|Mario|05.02.2006|01234-706308|Eltern
Nommsen|Mario|05.02.2006|01234-743934|Handy Vater
Nommsen|Mario|05.02.2006|01234-235553|Dienststelle Vater
Nommsen|Mario|05.02.2006|01234-137723|Handy Mutter
Nommsen|Christin|11.08.2008|01234-128195|Eltern
Nommsen|Christin|11.08.2008|01234-145878|Handy Mutter
Nommsen|Christin|11.08.2008|01234-269071|Dienststelle Vater
Nommsen|Christin|11.08.2008|01234-595973|Dienststelle Mutter
Noostny|Ralph|01.02.2007|01234-625892|Dienststelle Vater
Noostny|Ralph|01.02.2007|01234-927957|Großeltern
Noostny|Ralph|01.02.2007|01234-796379|Handy Mutter
Noostny|Ralph|01.02.2007|01234-352406|Handy Vater
Noostny|Ralph|01.02.2007|01234-940500|Dienststelle Mutter
Noostny|Ralph|01.02.2007|01234-191376|Opa
Noostny|Ralph|01.02.2007|01234-237652|Eltern
Nöthlich|Claudia|03.06.2007|01234-871680|Handy Mutter
Nöthlich|Claudia|03.06.2007|01234-293270|Handy Vater
Nöthlich|Claudia|03.06.2007|01234-739684|Eltern
Nöthlich|Claudia|03.06.2007|01234-965937|Dienststelle Vater
Nöthlich|Claudia|03.06.2007|01234-459985|Dienststelle Mutter
Oelschlaeger|Jens|30.04.2003|01234-416847|Dienststelle Vater
Oelschlaeger|Jens|30.04.2003|01234-495166|Handy Vater
Oelschlaeger|Jens|30.04.2003|01234-388197|Eltern
Oelschlaeger|Jens|30.04.2003|01234-413822|Handy Mutter
Oertzen|Matthias|19.07.2009|01234-978729|Dienststelle Mutter
Oertzen|Matthias|19.07.2009|01234-981679|Handy Mutter
Oertzen|Matthias|19.07.2009|01234-236148|Handy Vater
Oestermann|Dennis|28.07.2007|01234-747329|Eltern
Oestermann|Dennis|28.07.2007|01234-312835|Dienststelle Vater
Oestermann|Dennis|28.07.2007|01234-433441|Handy Vater
Oestermann|Dennis|28.07.2007|01234-598093|Handy Mutter
Oestermann|Dennis|28.07.2007|01234-412195|Dienststelle Mutter
Ohlschläger|Jessica|04.11.2010|01234-671070|Handy Vater
Ohlschläger|Jessica|04.11.2010|01234-431508|Handy Mutter
Ohlschläger|Jessica|04.11.2010|01234-600809|Dienststelle Vater
Ohlschläger|Jessica|04.11.2010|01234-946778|Festnetznummer
Oliver|Katja|19.06.2008|01234-906158|Handy Mutter
Oliver|Katja|19.06.2008|01234-536122|Eltern
Oliver|Katja|19.06.2008|01234-348213|Handy Vater
Oliver|Katja|19.06.2008|01234-252915|Dienststelle Mutter
Öllrich|Katja|24.11.2010|01234-408487|Handy Mutter
Öllrich|Katja|24.11.2010|01234-319297|Festnetznummer
Öllrich|Katja|24.11.2010|01234-654129|Handy Vater
Onckels|Sabrina|09.12.2003|01234-383921|Dienststelle Mutter
Onckels|Sabrina|09.12.2003|01234-349248|Großeltern
Onckels|Sabrina|09.12.2003|01234-284216|Handy Vater
Onckels|Sabrina|09.12.2003|01234-681442|Handy Mutter
Onckels|Sabrina|09.12.2003|01234-501820|Eltern
Ottens|Petra|20.02.2010|01234-700930|Handy Mutter
Ottens|Petra|20.02.2010|01234-753722|Großeltern
Ottens|Petra|20.02.2010|01234-378429|Dienststelle Mutter
Ottens|Petra|20.02.2010|01234-853204|Handy Vater
Ottens|Juliane|08.01.2010|01234-652776|Eltern
Ottens|Petra|20.02.2010|01234-277790|Festnetznummer
Ottens|Juliane|08.01.2010|01234-483428|Handy Vater
Ottens|Juliane|08.01.2010|01234-595492|Handy Mutter
Pauli|Bernd|22.06.2004|01234-397798|Eltern
Pauli|Bernd|22.06.2004|01234-404203|Handy Vater
Pauli|Bernd|22.06.2004|01234-780527|Dienststelle Mutter
Pauli|Bernd|22.06.2004|01234-748781|Handy Mutter
Pauli|Bernd|22.06.2004|01234-766756|Dienststelle Vater
Peter|Benjamin|23.07.2004|01234-508349|Handy Mutter
Peter|Benjamin|23.07.2004|01234-646270|Dienststelle Vater
Peter|Benjamin|23.07.2004|01234-795582|Handy Vater
Petersdatter|Jessica|07.08.2010|01234-102639|Handy Mutter
Petersdatter|Jessica|07.08.2010|01234-124433|Handy Vater
Pfirrmann|Petra|07.08.2004|01234-857071|Handy Mutter
Pfirrmann|Petra|07.08.2004|01234-821496|Handy Vater
Pfirrmann|Petra|07.08.2004|01234-170689|Dienststelle Mutter
Pfirrmann|Petra|07.08.2004|01234-408349|Dienststelle Vater
Pfirrmann|Petra|07.08.2004|01234-433018|Eltern
Pick|Uwe|18.02.2010|01234-487570|Festnetznummer
Pick|Uwe|18.02.2010|01234-409761|Handy Mutter
Pick|Uwe|18.02.2010|01234-251214|Handy Vater
Pick|Uwe|18.02.2010|01234-708754|Oma
Pick|Uwe|18.02.2010|01234-961727|Handy Großmutter
Plogen|Andreas|13.09.2004|01234-515246|Handy Mutter
Plogen|Andreas|13.09.2004|01234-574127|Eltern
Pogalis|Sabrina|03.10.2004|01234-368646|Handy Vater
Pogalis|Sabrina|03.10.2004|01234-515271|Eltern
Pogalis|Sabrina|03.10.2004|01234-962576|Handy Mutter
Pogalis|Sabrina|03.10.2004|01234-246732|Dienststelle Mutter
Pogalis|Sabrina|03.10.2004|01234-100970|Dienststelle Vater
Pohlmann|Jana|12.03.2009|01234-890906|Handy Mutter
Pohlmann|Jana|12.03.2009|01234-566773|Dienststelle Vater
Pohlmann|Jana|12.03.2009|01234-811046|Handy Vater
Pohlmann|Jana|12.03.2009|01234-967185|Großeltern
Pohlmann|Jana|12.03.2009|01234-364142|Eltern
Pohlmann|Jana|12.03.2009|01234-562867|Großeltern
Polzer|Kristian|07.03.2005|01234-252993|Handy Mutter
Polzer|Kristian|07.03.2005|01234-926816|Eltern
Porselt|Ulrike|24.02.2008|01234-781077|Oma
Porselt|Ulrike|24.02.2008|01234-341755|Handy Vater
Porselt|Ulrike|24.02.2008|01234-220336|Schwester
Porselt|Ulrike|24.02.2008|01234-189221|Dienststelle Mutter
Porselt|Ulrike|24.02.2008|01234-100185|Handy Mutter
Prillwitz|Marko|30.03.2007|01234-118236|Eltern
Prillwitz|Marko|30.03.2007|01234-372096|Dienststelle Vater
Prillwitz|Marko|30.03.2007|01234-776307|Handy Vater
Prillwitz|Marko|30.03.2007|01234-373589|Großeltern
Prillwitz|Marko|30.03.2007|01234-736411|Großeltern
Prillwitz|Marko|30.03.2007|01234-542710|Handy Mutter
Puterer|Mathias|12.09.2006|01234-349328|Handy Vater
Puterer|Matthias|16.01.2005|01234-709219|Eltern
Puterer|Mathias|12.09.2006|01234-993150|Handy Mutter
Puterer|Mathias|12.09.2006|01234-813408|Eltern
Puterer|Matthias|16.01.2005|01234-540195|Handy Stiefvater
Puterer|Matthias|16.01.2005|01234-832375|Dienststelle Mutter
Puterer|Matthias|16.01.2005|01234-688149|Handy Vater
Puterer|Matthias|16.01.2005|01234-975914|Handy Mutter
Puterer|Mathias|12.09.2006|01234-281037|Dienststelle Vater
Rathjen|Ralf|24.06.2006|01234-592674|Eltern
Rathjen|Ralf|24.06.2006|01234-454616|Handy Vater
Rathjen|Ralf|24.06.2006|01234-814172|Dienststelle Vater
Rathjen|Ralf|24.06.2006|01234-696330|Dienststelle Mutter
Rathjen|Ralf|24.06.2006|01234-110347|Handy Mutter
Rau|Kathrin, Katrin|05.01.2007|01234-942574|Handy Vater
Rau|Kathrin, Katrin|05.01.2007|01234-312196|Schwester
Rau|Kathrin, Katrin|05.01.2007|01234-346866|Schwester
Rau|Kathrin, Katrin|05.01.2007|01234-520520|Handy Mutter
Rau|Kathrin, Katrin|05.01.2007|01234-428247|Eltern
Rau|Kathrin, Katrin|05.01.2007|01234-784418|Tante
Ravendt|Thorsten|05.01.2010|01234-912769|Notfallnummer
Ravioz|Gabriele|19.10.2010|01234-409923|Dienststelle Mutter
Ravioz|Gabriele|19.10.2010|01234-530877|Großeltern
Ravioz|Gabriele|19.10.2010|01234-330383|Handy Mutter
Ravioz|Gabriele|19.10.2010|01234-232275|Eltern
Rebbereh|Max|06.09.2008|01234-743423|Handy Mutter
Rebbereh|Max|06.09.2008|01234-916285|Handy Vater
Rebbereh|Max|06.09.2008|01234-635525|Großeltern
Rebbereh|Max|06.09.2008|01234-322973|Eltern
Rebbereh|Max|06.09.2008|01234-240759|Großeltern
Rebbereh|Max|06.09.2008|01234-571846|Dienststelle Vater
Rebbereh|Max|06.09.2008|01234-309117|Dienststelle Mutter
Recken|Jennifer|13.05.2009|01234-592824|Handy Mutter
Recken|Jennifer|13.05.2009|01234-532337|Eltern
Recken|Jennifer|13.05.2009|01234-444060|Handy Vater
Reichenstein|Jessika|02.11.2008|01234-345005|Dienststelle Vater
Reichenstein|Jessika|02.11.2008|01234-978666|Handy Mutter
Reichenstein|Jessika|02.11.2008|01234-104980|Eltern
Reinking|Florian|12.11.2003|01234-287536|Handy Vater
Reinking|Florian|12.11.2003|01234-399460|Handy Mutter
Reinking|Florian|12.11.2003|01234-747425|Tante
Rennerich|Sophie|10.01.2008|01234-497661|Handy Vater
Rennerich|Sophie|10.01.2008|01234-930885|Dienststelle Vater
Rennerich|Sophie|10.01.2008|01234-496813|Eltern
Rennerich|Sophie|10.01.2008|01234-267494|Handy Mutter
Reuner|Sarah|15.05.2005|01234-392064|Handy Mutter
Reuner|Sarah|15.05.2005|01234-974245|Handy Vater
Richardi|Robert|31.01.2011|01234-988779|Handy Vater
Richardi|Robert|31.01.2011|01234-708525|Notfallnummer
Richardi|Robert|31.01.2011|01234-177505|Eltern
Richardi|Robert|31.01.2011|01234-882053|Handy Mutter
Rickends|Christine|05.05.2007|01234-674630|Fax-Nummer
Rickends|Christine|05.05.2007|01234-750757|Tante
Rickends|Christine|05.05.2007|01234-479177|Handy Vater
Rickends|Christine|05.05.2007|01234-591401|Handy Mutter
Riddlesdale|Christian|22.01.2006|01234-471842|Oma
Riddlesdale|Christian|22.01.2006|01234-938942|Handy Mutter
Riddlesdale|Christian|22.01.2006|01234-925152|Handy Vater
Riddlesdale|Christian|22.01.2006|01234-595942|Dienststelle Vater
Riddlesdale|Christian|22.01.2006|01234-334504|Eltern
Rieck|Gabriele|22.10.2003|01234-190851|Handy Mutter
Rieck|Gabriele|22.10.2003|01234-768484|Eltern
Rieck|Gabriele|22.10.2003|01234-207334|Handy Vater
Rieck|Gabriele|22.10.2003|01234-508145|Dienststelle Mutter
Rieck|Gabriele|22.10.2003|01234-204904|Dienststelle Vater
Riekend|Stephanie|23.10.2004|01234-484416|Dienststelle Vater
Riekend|Stephanie|23.10.2004|01234-975281|Dienststelle Mutter
Riekend|Stephanie|23.10.2004|01234-998918|Handy Vater
Riekend|Stephanie|23.10.2004|01234-971670|Eltern
Riekend|Stephanie|23.10.2004|01234-444582|Handy Mutter
Ringer|Janina|13.10.2007|01234-730556|Handy Vater
Ringer|Janina|13.10.2007|01234-132600|Dienststelle Vater
Ringer|Janina|13.10.2007|01234-370001|Dienststelle Mutter
Ringer|Janina|13.10.2007|01234-940790|Opa
Ringer|Janina|13.10.2007|01234-180371|Eltern
Ringer|Janina|13.10.2007|01234-775970|Großeltern
Ringer|Janina|13.10.2007|01234-383206|Handy Mutter
Ristow|Anne|05.02.2010|01234-551231|Bruder
Ristow|Anne|05.02.2010|01234-561318|Dienststelle Vater
Ristow|Anne|05.02.2010|01234-401267|Eltern
Ristow|Anne|05.02.2010|01234-152457|Handy Vater
Ristow|Anne|05.02.2010|01234-263230|Handy Mutter
Ristow|Anne|05.02.2010|01234-329359|Dienststelle Mutter
Röchling|Jana|01.09.2006|01234-365195|Handy Mutter
Röchling|Jana|01.09.2006|01234-691608|Opa
Röchling|Jana|01.09.2006|01234-674350|Handy Vater
Röchling|Jana|01.09.2006|01234-399117|Festnetznummer
Roßbecher|Ralph|22.08.2007|01234-137717|Notfallnummer
Roßbecher|Ralph|22.08.2007|01234-659817|Oma
Roßbecher|Ralph|22.08.2007|01234-477207|Dienststelle Vater
Roßbecher|Christin|16.02.2006|01234-561286|Festnetznummer
Roßbecher|Christin|16.02.2006|01234-887212|Handy Mutter
Roßbecher|Christin|16.02.2006|01234-914811|Handy Vater
Roßbecher|Christin|16.02.2006|01234-718332|Dienststelle Vater
Roßbecher|Ralph|22.08.2007|01234-958636|Dienststelle Mutter
Roßbecher|Ralph|22.08.2007|01234-432985|Handy Vater
Roßbecher|Ralph|22.08.2007|01234-312161|Handy Mutter
Roßbecher|Ralph|22.08.2007|01234-733196|Eltern
Rötger|Thomas|05.07.2007|01234-751468|Eltern
Rötger|Thomas|05.07.2007|01234-178513|Dienststelle Vater
Rötger|Thomas|05.07.2007|01234-248406|Dienststelle Mutter
Rötger|Thomas|05.07.2007|01234-937696|Handy Vater
Rötger|Thomas|05.07.2007|01234-948026|Handy Mutter
Roth|Mario|12.02.2009|01234-215047|Eltern
Roth|Mario|12.02.2009|01234-420486|Dienststelle Vater
Roth|Mario|12.02.2009|01234-925860|Handy Vater
Roth|Mario|12.02.2009|01234-139329|Handy Mutter
Röttger|Sarah|22.03.2005|01234-169351|Handy Mutter
Röttger|Sarah|22.03.2005|01234-643200|Eltern
Röttger|Sarah|22.03.2005|01234-391268|Handy Vater
Rück|Sebastian|13.01.2007|01234-203625|Oma
Rück|Sebastian|13.01.2007|01234-358799|Handy Großvater
Rück|Sebastian|13.01.2007|01234-577191|Handy Mutter
Rumpschlag|Markus|15.08.2003|01234-628365|Dienststelle Mutter
Rumpschlag|Markus|15.08.2003|01234-426821|Mutter
Rumpschlag|Markus|15.08.2003|01234-852199|Handy Mutter
Russell|Patrick|08.04.2005|01234-807967|Handy Mutter
Russell|Jessika|27.03.2005|01234-167673|Handy Vater
Russell|Jessika|27.03.2005|01234-641152|Handy Mutter
Russell|Jessika|27.03.2005|01234-262351|Eltern
Russell|Patrick|08.04.2005|01234-244921|Handy Vater
Russell|Patrick|08.04.2005|01234-275347|Dienststelle Mutter
Rutzky|Jörg|27.08.2008|01234-792630|Dienststelle Vater
Rutzky|Jörg|27.08.2008|01234-807538|Eltern
Rutzky|Jörg|27.08.2008|01234-470140|Handy Mutter
Rutzky|Jörg|27.08.2008|01234-113267|Dienststelle Mutter
Rutzky|Jörg|27.08.2008|01234-246214|Notfallnummer
Rutzky|Jörg|27.08.2008|01234-457003|Handy Vater
Ryll|Mario|27.11.2003|01234-994363|Eltern
Ryll|Mario|27.11.2003|01234-624984|Dienststelle Mutter
Ryll|Mario|27.11.2003|01234-260838|Handy Vater
Ryll|Mario|27.11.2003|01234-267459|Handy Mutter
Saam|Doreen|23.10.2010|01234-360941|Handy Mutter
Saam|Doreen|23.10.2010|01234-574265|Handy Stiefvater
Saam|Doreen|23.10.2010|01234-381107|Mutter
Saint|Martina|05.07.2009|01234-734717|Handy Mutter
Salge|Jennifer|01.09.2006|01234-771339|Handy Mutter
Salge|Jennifer|01.09.2006|01234-230031|Dienststelle Mutter
Salge|Jennifer|01.09.2006|01234-159537|Festnetznummer
Salge|Jennifer|01.09.2006|01234-786269|Handy Vater
Sammet|Felix|16.12.2006|01234-344001|Mobilnummer
Samson-Himmelstjerna|Niklas|14.05.2009|01234-227998|Notfallnummer
Samson-Himmelstjerna|Niklas|14.05.2009|01234-942404|Handy Vater
Sanders|Sabrina|28.02.2008|01234-558606|Eltern
Sanders|Sabrina|28.02.2008|01234-111657|Handy Mutter
Saßmannshausen|Anja|08.09.2006|01234-388170|Dienststelle Vater
Saßmannshausen|Anja|08.09.2006|01234-255675|Eltern
Saßmannshausen|Anja|08.09.2006|01234-200511|Handy Mutter
Sauvain|Dennis|19.07.2007|01234-710516|Handy Vater
Sauvain|Dennis|19.07.2007|01234-220687|Handy Mutter
Sauvain|Dennis|19.07.2007|01234-686252|Eltern
Schassen|David|29.10.2006|01234-679958|Oma
Schassen|David|29.10.2006|01234-588841|Eltern
Schassen|David|29.10.2006|01234-579272|Handy Mutter
Schassen|David|29.10.2006|01234-815519|Handy Vater
Schassen|David|29.10.2006|01234-118902|Dienststelle Vater
Schauster|Uwe|25.10.2007|01234-486681|Handy Mutter
Schauster|Uwe|25.10.2007|01234-285898|Dienststelle Vater
Schauster|Uwe|25.10.2007|01234-405997|Handy Vater
Schauster|Uwe|25.10.2007|01234-139165|Eltern
Scheen|Simone|02.06.2004|01234-792155|Handy Mutter
Scheen|Simone|02.06.2004|01234-687970|Eltern
Scheen|Simone|02.06.2004|01234-839011|Handy Vater
Scherer|Tim|06.03.2005|01234-689827|Handy Vater
Scherer|Tim|06.03.2005|01234-622380|Dienststelle Mutter
Scherer|Tim|06.03.2005|01234-262661|Eltern
Scherer|Tim|06.03.2005|01234-846787|Handy Mutter
Scherf|Phillipp|26.11.2003|01234-670329|Handy Vater
Scherf|Phillipp|26.11.2003|01234-259882|Eltern
Schieche|Paul|20.09.2002|01234-382060|Handy Mutter
Schlick|Steffen|19.12.2007|01234-836837|Handy Vater
Schlick|Steffen|19.12.2007|01234-163275|Handy Mutter
Schlick|Steffen|19.12.2007|01234-957041|Dienststelle Mutter
Schlick|Steffen|19.12.2007|01234-528790|Eltern
Schliep|Dennis|16.12.2009|01234-106193|Handy Mutter
Schliep|Dennis|16.12.2009|01234-496740|Handy Vater
Schliep|Dennis|16.12.2009|01234-230882|Tante
Schliep|Dennis|16.12.2009|01234-969892|Großeltern
Schlimm|Swen|24.12.2006|01234-575077|Handy Mutter
Schlimm|Swen|24.12.2006|01234-360817|Dienststelle Mutter
Schlimm|Swen|24.12.2006|01234-557126|Eltern
Schlimm|Swen|24.12.2006|01234-673545|Dienststelle Vater
Schmieden|Julia|06.06.2008|01234-143132|Oma
Schmieden|Julia|06.06.2008|01234-192082|Handy Vater
Schmieden|Julia|06.06.2008|01234-767607|Handy Mutter
Schmieden|Julia|06.06.2008|01234-978448|Eltern
Schmischke|Marina|05.02.2010|01234-139215|Notfallnummer
Schmischke|Marina|05.02.2010|01234-776441|Handy Mutter
Schmischke|Marina|05.02.2010|01234-160804|Handy Vater
Schmischke|Marina|05.02.2010|01234-171115|Notfallnummer
Schmischke|Marina|05.02.2010|01234-513071|Dienststelle Vater
Schmischke|Marina|05.02.2010|01234-908526|Eltern
Schmitt|Mandy|01.12.2007|01234-629976|Handy Großvater
Schmitt|Mandy|01.12.2007|01234-814807|Großeltern
Schmitt|Mandy|01.12.2007|01234-717158|Dienststelle Mutter
Schmitt|Mandy|01.12.2007|01234-211235|Handy Vater
Schmitt|Mandy|01.12.2007|01234-409517|Eltern
Schmitt|Mandy|01.12.2007|01234-905747|Handy Mutter
Schmitt|Mandy|01.12.2007|01234-368643|Handy Großmutter
Schnoor|Maik|30.07.2007|01234-927924|Handy Mutter
Schnoor|Maik|30.07.2007|01234-389649|Handy Vater
Schnoor|Maik|30.07.2007|01234-219532|Eltern
Schnoor|Maik|30.07.2007|01234-393180|Dienststelle Vater
Schnoor|Maik|30.07.2007|01234-890986|Oma
Scholer|Kristian|29.08.2003|01234-233674|Handy Vater
Scholer|Kristian|29.08.2003|01234-546913|Eltern
Scholer|Kristian|29.08.2003|01234-330947|Handy Mutter
Schöngarth|Franziska|02.08.2006|01234-840496|Großeltern
Schöngarth|Franziska|02.08.2006|01234-430440|Festnetznummer
Schöngarth|Franziska|02.08.2006|01234-910974|Handy Mutter
Schöngarth|Franziska|02.08.2006|01234-723740|Dienststelle Mutter
Schrade|Eric|25.12.2004|01234-748827|Handy Vater
Schrade|Eric|25.12.2004|01234-929513|Eltern
Schrade|Eric|25.12.2004|01234-787985|Dienststelle Vater
Schrade|Eric|25.12.2004|01234-548319|Handy Mutter
Schrade|Kristian|27.07.2006|01234-808189|Handy Vater
Schrade|Kristian|27.07.2006|01234-446529|Eltern
Schrade|Kristian|27.07.2006|01234-213661|Handy Mutter
Schrage|Lea|03.05.2010|01234-311018|Eltern
Schrage|Lea|03.05.2010|01234-521393|Handy Vater
Schrage|Lea|03.05.2010|01234-272168|Handy Mutter
Schuff|Karolin|25.11.2007|01234-896188|Eltern
Schuff|Karolin|25.11.2007|01234-419751|Handy Vater
Schulte|Ulrich|06.06.2006|01234-896800|Handy Mutter
Schulte|Ulrich|06.06.2006|01234-575123|Eltern
Schulte|Ulrich|06.06.2006|01234-707176|Handy Mutter
Schulte-Dabrock|Laura|05.01.2008|01234-741819|Handy Mutter
Schulte-Heymink|Diana|18.09.2006|01234-320950|Handy Vater
Schulte-Heymink|Diana|18.09.2006|01234-125676|Festnetznummer
Schulte-Heymink|Diana|18.09.2006|01234-376885|Dienststelle Vater
Schulte-Heymink|Diana|18.09.2006|01234-337604|Dienststelle Mutter
Schulte-Heymink|Diana|18.09.2006|01234-624052|Handy Mutter
Schulte-Janning|Antje|28.08.2006|01234-227222|Dienststelle Mutter
Schulte-Janning|Antje|28.08.2006|01234-318476|Eltern
Schulte-Janning|Sophie|13.03.2007|01234-613604|Mutter
Schulte-Janning|Antje|28.08.2006|01234-295250|Dienststelle Vater
Schulte-Janning|Antje|28.08.2006|01234-956476|Handy Mutter
Schulte-Janning|Antje|28.08.2006|01234-758391|Handy Vater
Schulten|Stephan|10.09.2010|01234-378627|Handy Mutter
Schulten|Maria|03.05.2010|01234-158323|Handy Mutter
Schulten|Maria|03.05.2010|01234-788379|Dienststelle Mutter
Schulten|Maria|03.05.2010|01234-439152|Handy Vater
Schulten|Maria|03.05.2010|01234-350584|Großeltern
Schulten|Stephan|10.09.2010|01234-947334|Eltern
Schulten|Stephan|10.09.2010|01234-780106|Handy Vater
Schulten|Stephan|10.09.2010|01234-722765|Dienststelle Mutter
Schulten|Stephan|10.09.2010|01234-588281|Dienststelle Vater
Schulten|Stephan|10.09.2010|01234-181472|Oma
Schulten|Maria|03.05.2010|01234-518490|Festnetznummer
Schulte-Pröbstinck|Annett|23.11.2007|01234-518353|Großeltern
Schulte-Pröbstinck|Annett|23.11.2007|01234-336466|Eltern
Schulte-Pröbstinck|Annett|23.11.2007|01234-216435|Handy Vater
Schulte-Pröbstinck|Annett|23.11.2007|01234-153504|Handy Mutter
Schulte-Wiggering|Thorsten|13.02.2006|01234-464516|Festnetznummer
Schulte-Wiggering|Thorsten|13.02.2006|01234-878614|Handy Vater
Schulte-Wiggering|Thorsten|13.02.2006|01234-494042|Tante
Schulte-Wiggering|Thorsten|13.02.2006|01234-139813|Handy Mutter
Schulte-Wiggering|Thorsten|13.02.2006|01234-934144|Großeltern
Schulze|Sara|04.05.2010|01234-976703|Handy Großmutter
Schulze|Sara|04.05.2010|01234-548294|Handy Großmutter
Schulze|Sara|04.05.2010|01234-230338|Handy Mutter
Schulze|Sara|04.05.2010|01234-404277|Handy Stiefvater
Schulze-Dabrock|Jörg|07.11.2008|01234-266885|Notfallnummer
Schulze-Dabrock|Jörg|07.11.2008|01234-356258|Notfallnummer
Schulze-Dabrock|Jörg|07.11.2008|01234-470014|Handy Mutter
Schulze-Dabrock|Jörg|07.11.2008|01234-453560|Eltern
Schulze-Dabrock|Jörg|07.11.2008|01234-407402|Handy Vater
Schulze-Heiming|Anja|16.05.2009|01234-212429|Handy Vater
Schulze-Heiming|Anja|16.05.2009|01234-234291|Handy Mutter
Schupp|Matthias|17.12.2007|01234-391180|Handy Mutter
Schupp|Matthias|17.12.2007|01234-579046|Handy Großmutter
Schuster|Anja|07.07.2007|01234-395591|Festnetznummer
Schuster|Anja|07.07.2007|01234-982197|Handy Mutter
Schuster|Anja|07.07.2007|01234-415063|Handy Vater
Schuster|Anja|07.07.2007|01234-260312|Dienststelle Mutter
Schwartz|Sabine|19.06.2008|01234-589637|Oma
Schwartz|Sabine|19.06.2008|01234-854892|Handy Vater
Schwartz|Sabine|19.06.2008|01234-519023|Handy Mutter
Schwartz|Sabine|19.06.2008|01234-496824|Dienststelle Mutter
Schwarzrock|Marcel|09.04.2010|01234-117188|Handy Mutter
Schwarzrock|Marcel|09.04.2010|01234-429676|Dienststelle Vater
Schwarzrock|Marcel|09.04.2010|01234-107845|Oma
Schwarzrock|Marcel|09.04.2010|01234-157162|Handy Vater
Schwarzrock|Marcel|09.04.2010|01234-625145|Festnetznummer
Schwarzrock|Marcel|09.04.2010|01234-763509|Handy Großmutter
Schwenninger|Sophia|22.01.2009|01234-737495|Eltern
Schwenninger|Sophia|22.01.2009|01234-313998|Handy Vater
Schwenninger|Sophia|22.01.2009|01234-551786|Handy Mutter
Schwenninger|Sophia|22.01.2009|01234-189331|Dienststelle Mutter
Schwenninger|Sophia|22.01.2009|01234-364718|Dienststelle Vater
Schwenninger|Sophia|22.01.2009|01234-847128|Großeltern
Schwenninger|Sophia|22.01.2009|01234-270736|Opa
Schwenninger|Sophia|22.01.2009|01234-992588|Notfallnummer
Schwidetzky|Claudia|17.06.2008|01234-881084|Handy Mutter
Schwidetzky|Claudia|17.06.2008|01234-842037|Eltern
Schwidetzky|Claudia|17.06.2008|01234-392707|Handy Vater
Schwidrik|Christian|20.07.2006|01234-577057|Mutter
Schwidrik|Christian|20.07.2006|01234-140924|Handy Mutter
Sehner|Michael|01.07.2010|01234-628194|Notfallnummer
Sehner|Michael|01.07.2010|01234-195925|Notfallnummer
Sehner|Michael|01.07.2010|01234-708015|Notfallnummer
Sehner|Michael|01.07.2010|01234-867424|Eltern
Sehner|Michael|01.07.2010|01234-774152|Handy Mutter
Sehner|Michael|01.07.2010|01234-941336|Handy Vater
Sehner|Michael|01.07.2010|01234-613082|Dienststelle Mutter
Sehner|Michael|01.07.2010|01234-516382|Notfallnummer
Sehner|Michael|01.07.2010|01234-477568|Notfallnummer
Seidel|Barbara|04.11.2006|01234-723186|Eltern
Seidel|Barbara|04.11.2006|01234-406741|Handy Mutter
Seidel|Barbara|04.11.2006|01234-650769|Handy Vater
Seidel|Barbara|04.11.2006|01234-797094|Dienststelle Vater
Seidel|Barbara|04.11.2006|01234-722423|Großeltern
Seidel|Barbara|04.11.2006|01234-251788|Oma
Seidel|Barbara|04.11.2006|01234-458779|Dienststelle Mutter
Seipp|Barbara|22.06.2006|01234-211335|Eltern
Seipp|Barbara|22.06.2006|01234-948140|Handy Mutter
Seipp|Barbara|22.06.2006|01234-876470|Dienststelle Mutter
Selmann|Christine|12.10.2003|01234-149550|Dienststelle Mutter
Selmann|Christine|12.10.2003|01234-749637|Dienststelle Vater
Selmann|Christine|12.10.2003|01234-592662|Eltern
Selmann|Christine|12.10.2003|01234-118220|Handy Vater
Selmann|Christine|12.10.2003|01234-220772|Handy Mutter
Senst|Sophie|13.09.2006|01234-282758|Dienststelle Vater
Senst|Sophie|13.09.2006|01234-387501|Eltern
Senst|Sophie|13.09.2006|01234-857629|Handy Mutter
Senst|Sophie|13.09.2006|01234-776070|Handy Vater
Senst|Sophie|13.09.2006|01234-391189|Großeltern
Serocka|Niklas|30.01.2009|01234-350119|Handy Mutter
Serocka|Niklas|30.01.2009|01234-352225|Handy Vater
Serocka|Niklas|30.01.2009|01234-421502|Festnetznummer
Serocka|Niklas|30.01.2009|01234-463542|Dienststelle Vater
Sielfeld|Franziska|27.02.2005|01234-303916|Handy Vater
Sielfeld|Franziska|27.02.2005|01234-166804|Eltern
Sielfeld|Franziska|27.02.2005|01234-836092|Handy Mutter
Sielfeld|Franziska|27.02.2005|01234-753691|Dienststelle Vater
Sievertsen|Jessica|01.01.2010|01234-728259|Handy Vater
Sievertsen|Jessica|01.01.2010|01234-114607|Eltern
Sievertsen|Jessica|01.01.2010|01234-248397|Handy Mutter
Sjöberg|Benjamin|18.09.2007|01234-762897|Handy Mutter
Sjöberg|Benjamin|18.09.2007|01234-677852|Handy Vater
Sjöberg|Benjamin|18.09.2007|01234-655062|Dienststelle Vater
Sjöberg|Benjamin|18.09.2007|01234-320226|Eltern
Skala|Sara|18.04.2004|01234-259209|Eltern
Skala|Sara|18.04.2004|01234-341470|Handy Vater
Skala|Sara|18.04.2004|01234-657518|Dienststelle Vater
