Nachname|Vorname|Geburtsdatum|Geschlecht|Status|PLZ|Ort|Straße|Aussiedler|1. Staatsang.|Konfession|StatistikKrz Konfession|Aufnahmedatum|Abmeldedatum Religionsunterricht|Anmeldedatum Religionsunterricht|Schulpflicht erf.|Reform-Pädagogik|Nr. Stammschule|Jahr|Abschnitt|Jahrgang|Klasse|Schulgliederung|OrgForm|Klassenart|Fachklasse|Noch frei|Verpflichtung Sprachförderkurs|Teilnahme Sprachförderkurs|Einschulungsjahr|Übergangsempf. JG5|Jahr Wechsel S1|1. Schulform S1|Jahr Wechsel S2|Förderschwerpunkt|2. Förderschwerpunkt|Schwerstbehinderung|Autist|LS Schulnr.|LS Schulform|Herkunft|LS Entlassdatum|LS Jahrgang|LS Versetzung|LS Reformpädagogik|LS Gliederung|LS Fachklasse|LS Abschluss|Abschluss|Schulnr. neue Schule|Zuzugsjahr|Geburtsland Schüler|Geburtsland Mutter|Geburtsland Vater|Verkehrssprache|Dauer Kindergartenbesuch|Ende Eingliederungsphase|Ende Anschlussförderung
Fißler|Philipp|06.07.2007|m|2|48612|Horstmar|Lennéstraße 151|N|000|ohne Bekenntnis|OH|01.08.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|Gy|2017|Gy||||N|N|124163|G|G|31.07.2017|04|11||||||||||122||||
Frieling|Jana|06.05.2007|w|2|51467|Bergisch Gladbach|Emmy-Zehden-Weg 364|N|000|evangelisch|ER|01.08.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|Gy|2017|Gy||||N|N|192557|G|G|31.07.2017|04|11||||||||||152||||
Gröper|Manuela|30.08.2007|w|2|41238|Mönchengladbach|Gartenweg 277|N|000|katholisch|KR|01.08.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|Gy|2017|Gy||||N|N|192557|G|G|31.07.2017|04|11||||||||||||||
Große-Vorspoel|Klaus|31.12.2006|m|2|59510|Lippetal|Droysenstraße 6|N|000|katholisch|KR|01.08.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2012|R/Gy|2017|Gy||||N|N|192557|G|G|31.07.2017|04|11||||||||||||||
Hansen|Christina|10.04.2007|w|2|48565|Steinfurt|Katzenstieg 352|N|000|evangelisch|ER|01.08.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|R/Gy|2017|Gy||||N|N|192557|G|G|31.07.2017|04|11||||||||||||||
Hauptmann|Torsten|08.01.2006|m|2|52146|Würselen|Stillerzeile 489|N|152|katholisch|KR|30.08.2019|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2011||2017|||||N|N|||AS|29.08.2019||99|||||||2019|152|152|152|pl||29.08.2021|
Hensen|Christian|30.03.2007|m|2|59069|Hamm|Siemensstraße 366|N|000|islamisch|IR|28.08.2019|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013||2017|||||N|N|||AS|27.08.2019||99|||||||2019|000|163|163|tr||30.07.2021|
Hönighaus|Ralf|02.07.2007|m|2|33739|Bielefeld|Lennéstraße 204|N|000|islamisch|IR|01.08.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|Gy|2017|Gy||||N|N|124163|G|G|31.07.2017|04|11|||||||||163|163||||
Huber|Bernd|15.12.2006|m|2|33739|Bielefeld|Schäferstraße 308|N|000|islamisch|IR|01.08.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|Gy|2017|Gy||||N|N|124163|G|G|31.07.2017|04|11|||||||||163|152||||
Köster|Manuela|01.09.2007|w|2|52222|Stolberg|Alemannenallee 115|N|000|islamisch|IR|01.08.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|Gy|2017|Gy||||N|N|124163|G|G|31.07.2017|04|11|||||||||163|||||
Krude|Lukas|20.02.2006|m|2|44536|Lünen|Kommandantenstraße 46|N|000|ohne Bekenntnis|OH|27.02.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2012|R|2016|R|2017|||N|N|162851|R|R|25.02.2017|05|||||||||||||||
Levysohn|Marko|27.11.2006|m|2|58802|Balve|Pablo-Neruda-Straße 324|N|000|evangelisch|ER|01.08.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|Gy|2017|Gy||||N|N|124163|G|G|31.07.2017|04|11||||||||||||||
Mackiewicz|Eric|26.07.2007|m|2|50859|Köln|Am Generalshof 461|N|163|islamisch|IR|03.02.2020|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|||||||N|N|160076|R|R|31.01.2020|07|11|||||||2019|163|163|163|tr||31.08.2022|
Maßem|Heike|17.02.2007|w|2|52156|Monschau|Klosterstraße 145|N|000|katholisch|KR|01.08.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|Gy|2017|Gy||||N|N|124163|G|G|31.07.2017|04|11||||||||||||||
Miller|Kathrin, Katrin|28.06.2007|w|2|33775|Versmold|Kleine Wallgasse 404|N|000|islamisch|IR|01.08.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|R/Gy|2017|Gy||||N|N|192557|G|G|31.07.2017|04|11||||||||||163||||
Noostny|Ralph|01.02.2007|m|2|42115|Wuppertal|Schillingstraße 493|N|000|katholisch|KR|01.08.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|Gy|2017|Gy||||N|N|109101|G|G|31.07.2017|04|11||||||||||||||
Ringer|Janina|13.10.2007|w|2|48151|Münster|Marienwerderweg 243|N|000|evangelisch|ER|01.08.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|Gy|2017|Gy||||N|N|124163|G|G|31.07.2017|04|11||||||||||||||
Rötger|Thomas|05.07.2007|m|2|52511|Geilenkirchen|Cardinalstraße 394|N|000|evangelisch|ER|01.08.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|Gy|2017|Gy||||N|N|124163|G|G|31.07.2017|04|11||||||||||||||
Schmitt|Mandy|01.12.2007|w|2|57368|Lennestadt|Eichhornstraße 469|N|000|evangelisch|ER|01.08.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|Gy|2017|Gy||||N|N|124163|G|G|31.07.2017|04|11||||||||||||||
Schupp|Matthias|17.12.2007|m|2|47506|Neukirchen-Vluyn|Dickensweg 294|N|000|evangelisch|ER|03.02.2020|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|R/Gy|2017|R||||N|N|162851|R|R|31.01.2020|07|11||||||||||||||
Strack|Martin|03.02.2007|m|2|53113|Bonn|Seestraße 151|N|000|evangelisch freikirchlich|ER|01.08.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|R/Gy|2017|Gy||||N|N|124163|G|G|31.07.2017|04|11||||||||||||||
Suethausen|Jürgen|29.12.2006|m|2|46236|Bottrop|Döberitzer Heerstraße 316|N|000|katholisch|KR|01.08.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|R/Gy|2017|Gy||||N|N|109101|G|G|31.07.2017|04|11|||||||||152|152|pl|||
Ulfers|Nadine|20.10.2007|w|2|52224|Stolberg|Branitzer Platz 295|N|000|evangelisch|ER|01.08.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|Gy|2017|Gy||||N|N|192557|G|G|31.07.2017|04|11||||||||||||||
Vulpinus|Manuela|19.04.2007|w|2|58708|Menden|Flatowallee 245|N|000|katholisch|KR|01.08.2017|||N|||2021|1|09|09C|GY8|1|RK|||N|N|2013|Gy|2017|Gy||||N|N|109101|G|G|31.07.2017|04|11|||||||||152|152|pl|||
Achterberg|Ulrike|22.05.2006|w|2|48231|Warendorf|Schönweiber-Gasse 33|N|000|islamisch|IR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|111259|G|G|31.07.2016|04|11|||||||||252|252||||
Arentz|Steffen|08.05.2006|m|2|51688|Wipperfürth|Biedermeierweg 338|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|192557|G|G|31.07.2016|04|11||||||||||||||
Bare|Kristin|13.11.2003|w|2|44309|Dortmund|Sportallee 257|N|130|katholisch|KR|01.08.2019|||J|||2021|1|EF|EF|GY8|1|RK|||N|N|2011||2015|||||N|N|||AS|31.07.2019||99|||||E||2019|122|122|122|bs||31.07.2021|
Bethke|Kathrin, Katrin|08.06.2006|w|2|32052|Herford|Strandschloßweg 499|N|000|islamisch|IR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|124163|G|G|31.07.2016|04|11|||||||||||tr|||
Beyl|René|18.06.2005|m|2|40231|Düsseldorf|Schützengasse 329|N|000|islamisch|IR|01.08.2015|||J|||2021|1|EF|EF|GY8|1|RK|||N|N|2011|R|2015|GY||||N|N|192557|G|G|31.07.2015|04|11|||||||||122||bs|||
Bödding|Peter|01.10.2006|m|2|48231|Warendorf|Arrheniusweg 233|N|000|katholisch|KR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|124163|G|G|31.07.2016|04|11||||||||||||||
Böttcher|Dieter|30.06.2006|m|2|52249|Eschweiler|An der Krummen Lake 278|N|000|ohne Bekenntnis|OH|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|112872|G|G|31.07.2016|04|11||||||||||||||
Boy|Markus|31.01.2006|m|2|42929|Wermelskirchen|Bellevuestraße 82|N|000|ohne Bekenntnis|OH|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|R|2016|||||N|N|110346|G|G|31.07.2016|04|11||||||||||||||
Burghaus|Ursula|04.06.2006|w|2|53117|Bonn|Aßmannstraße 67|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|116490|G|G|31.07.2016|04|11||||||||||||||
Burow|Diana|29.10.2006|w|2|40477|Düsseldorf|Englische Straße 380|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|R/Gy|2016|Gy||||N|N|192557|G|G|31.07.2016|04|11||||||||||||||
Cort|Ines|08.04.2004|w|2|57234|Wilnsdorf|Mathildenstraße 300|N|475|islamisch|IR|12.11.2018|||J|||2021|1|EF|EF|GY8|1|RK|||N|N|2010||2016|||||N|N|||AS|11.11.2018||99|||||||2018|475|475|475|ar||11.11.2020|
Dalcke|Torsten|19.10.2005|m|2|40670|Meerbusch|Liebknechtplatz 377|N|000|islamisch|IR|01.08.2015|||J|||2021|1|EF|EF|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|116490|G|G|31.07.2015|04|11|||||||||||tr|||
Deipenbrock|Katja|23.12.2005|w|2|53113|Bonn|Eichenallee 345|N|000|islamisch|IR|23.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012||2016|||||N|N|||AS|22.08.2016||99|||||||2016||252|252|ar||31.07.2018|
Diele|Diana|23.03.2006|w|2|58769|Nachrodt-Wiblingwerde|Kleine Rosenthaler Straße 289|N|000|ohne Bekenntnis|OH|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|122257|G|G|31.07.2016|04|11||||||||||||||
Dörner|Alexander|03.08.2004|m|2|58730|Fröndenberg|Kleine Hamburger Straße 14|N|000|ohne Bekenntnis|OH|01.08.2015|||J|||2021|1|EF|EF|GY8|1|RK|||N|N|2010|Gy|2015|GY||||N|N|130990|G|G|31.07.2015|04|11|||||E|||||||||
Eilers|Andrea|14.09.2006|w|2|34414|Warburg|Möllhausenufer 280|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|100870|G|G|31.07.2016|04|11||||||||||129||||
Eylers|Katharina|21.06.2006|w|2|58638|Iserlohn|Möllhausenufer 162|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|110346|G|G|31.07.2016|04|11||||||||||||||
Flor|René|06.06.2006|m|2|40233|Düsseldorf|Puchanstraße 99|N|000|islamisch|IR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|151130|G|G|31.07.2016|04|11||||||||||163|tr|||
Freundt|Annett|22.07.2006|w|2|42857|Remscheid|Ernst-Bumm-Weg 460|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|Gy||||N|N|118229|G|G|31.07.2016|04|11||||||||||||||
Frieling|Marina|24.04.2006|w|2|57074|Siegen|Antoniuskirchstraße 462|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|R/Gy|2016|||||N|N|116490|G|G|31.07.2016|04|11||||||||||||||
Gabel|Marina|23.05.2006|w|2|45964|Gladbeck|Mahlsdorfer Straße 96|N|000|islamisch|IR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|R|2016|||||N|N|192557|G|G|31.07.2016|04|11|||||||||163|163||||
Gehlen|Angelika|17.03.2006|w|2|44653|Herne|Erpetaler Weg 423|N|000|ohne Bekenntnis|OH|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|110346|G|G|31.07.2016|04|11||||||||||||||
Gehlsen|Katja|10.12.2005|w|2|40670|Meerbusch|Leuschnerdamm 278|N|000|katholisch|KR|01.08.2015|||J|||2021|1|EF|EF|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|131581|G|G|31.07.2015|04|11||||||||||||||
Gellich|Kristin|10.07.2006|w|2|57223|Kreuztal|Saarlandstraße 273|N|000|katholisch|KR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|116490|G|G|31.07.2016|04|11||||||||||||||
Gerok|Melanie|13.10.2006|w|2|40885|Ratingen|Am Rupenhorn 161|N|000|katholisch|KR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|R/Gy|2016|||||N|N|112872|G|G|31.07.2016|04|11|||||||||160||ru|||
Gieben|David|06.01.2006|m|2|58509|Lüdenscheid|Argenauer Straße 11|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|Gy||||N|N|107955|G|G|31.07.2016|04|11|||||||||152|||||
Gumpert|Antje|20.02.2003|w|2|42855|Remscheid|Fürstenbrunner Weg 70|N|438|and.|XR|11.05.2016|||J|||2021|1|EF|EF|GY8|1|RK|||N|N|2010||2016|||||N|N|||AS|10.05.2016||99|||||||2016|438|438|439|ku||10.05.2018|
Hellwagen|Claudia|12.08.2006|w|2|42477|Radevormwald|Pritstabelstraße 251|N|000|islamisch|IR|22.08.2018|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|Gy||||N|N||GY|GY|31.07.2018|06|11|||||||2011|475|475|475|ar|||
Hettig|Ines|15.04.2007|w|2|58849|Herscheid|Am Spielplatz 21|N|475|islamisch|IR|12.11.2018|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2013||2017|||||N|N|||AS|11.11.2018||99|||||||2018|475|475|475|ar||11.11.2020|
Hettig|Jana|31.05.2006|w|2|57439|Attendorn|Müggelheimer Straße 176|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|131581|G|G|31.07.2016|04|11||||||||||||||
Heuel|Michael|15.08.2006|m|2|40627|Düsseldorf|Siropsgasse 206|N|000|ohne Bekenntnis|OH|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|R/Gy|2016|Gy||||N|N|100870|G|G|31.07.2015|04|11||||||||||||||
Heydemann|Jürgen|14.07.2006|m|2|41179|Mönchengladbach|Kirchplatz 462|N|000|islamisch|IR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|111259|G|G|31.07.2016|04|11|||||||||163|163||||
Hickman|Benjamin|28.08.2006|m|2|40468|Düsseldorf|Galvanistraße 436|N|000|katholisch|KR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|124163|G|G|31.07.2016|04|11||||||||||||||
Hintz|Maria|01.10.2006|w|2|53925|Kall|Am Seddinsee 253|N|000|islamisch|IR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|116490|G|G|31.07.2016|04|11|||||||||||tr|||
Horstmann|Jonas|13.07.2006|m|2|52441|Linnich|Pablo-Neruda-Straße 21|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|118229|G|G|31.07.2016|04|11||||||||||||||
Kaufmann|Phillipp|27.03.2005|m|2|44801|Bochum|Bummweg 124|N|000|evangelisch|ER|01.08.2018|||J|||2021|1|EF|EF|GY8|1|RK|||N|N|2011|R/Gy|2015|Ge||||N|N|198006|GE|GE|13.07.2018|07|03||||||||||||||
Kimmerlin|Matthias|06.01.2006|m|2|52072|Aachen|Peter-Gast-Weg 462|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|Gy||||N|N|107955|G|G|31.07.2016|04|11|||||||||152|||||
Klawitter|Dennis|25.06.2006|m|2|46147|Oberhausen|Stienitzseestraße 425|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|151130|G|G|31.07.2016|04|11||||||||||||||
Kohlmeierin|Uwe|03.06.2006|m|2|33689|Bielefeld|Clausewitzstraße 32|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|109101|G|G|31.07.2016|04|11||||||||||||||
Kordes|Stephanie|29.06.2006|w|2|51377|Leverkusen|Siebergasse 368|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|Gy||||N|N|151130|G|G|31.07.2016|04|11||||||||||||||
Korth|Anja|16.07.2006|w|2|50354|Hürth|Finkeldeweg 20|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|124163|G|G|31.07.2016|04|11||||||||||||||
Krahl|Klaudia|26.04.2006|w|2|32549|Bad Oeynhausen|Am Müggelsee 31|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|R/Gy|2016|Gy||||N|N|130990|G|G|31.07.2016|04|11||||||||||||||
Krawielitzki|Melanie|06.10.2006|w|2|44379|Dortmund|Firlstraße 449|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|110346|G|G|31.07.2016|04|11||||||||||||||
Lofton|Sabrina|19.07.2006|w|2|41517|Grevenbroich|Straße zum Müggelturm 15|N|000|ohne Bekenntnis|OH|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|Gy||||N|N|134065|G|G|31.07.2016|04|11||||||||||||||
Lucht|Karolin|26.05.2006|w|2|52349|Düren|Fehleweg 81|N|121|islamisch|IR|05.12.2019|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012||2019|||||N|N|||AS||08|99|||||||2019|121|121|121|sq||04.12.2021|
Lüttger|Jana|18.06.2006|w|2|50733|Köln|Am Berg 63|N|134|griechisch-orthodox|OR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|122257|G|G|31.07.2016|04|11|||||||||134|134|el|||
Maletz|Kristian|01.01.2006|m|2|51399|Burscheid|Parkstraße 122|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|100870|G|G|31.07.2016|04|11||||||||||||||
Marung|Kathrin, Katrin|19.11.2006|w|2|45307|Essen|Fichtenauer Straße 433|N|000|katholisch|KR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|116490|G|G|31.07.2016|04|11||||||||||||||
Matschke|Eric|05.05.2005|m|2|50354|Hürth|Keibelstraße 216|N|000|islamisch|IR|01.08.2015|||J|||2021|1|EF|EF|GY8|1|RK|||N|N|2010|R|2015|GY||||N|N|124163|G|G|31.07.2015|04|11|||||||||150|150|sq|||
Melchers|Dennis|29.10.2004|m|2|51063|Köln|Alte Fürstenwalder Straße 277|N|000|katholisch|KR|01.08.2015|||J|||2021|1|EF|EF|GY8|1|RK|||N|N|2010|Gy|2015|GY||||N|N|131581|G|G|31.07.2015|04|11||||||||||||||
Menk|Ulrike|13.09.2006|w|2|32361|Preußisch Oldendorf|Bahrendorfer Straße 449|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|124163|G|G|31.07.2016|04|11||||||||||||||
Meredith|Lukas|10.12.2004|m|2|32545|Bad Oeynhausen|Kleine Straße 486|N|000|evangelisch|ER|01.08.2015|||J|||2021|1|EF|EF|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|124163|G|G|31.07.2015|04|11||||||||||170||||
Momsen|Ralf|09.08.2005|m|2|40229|Düsseldorf|Schlegelstraße 107|N|000|islamisch|IR|01.08.2015|||J|||2021|1|EF|EF|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|192557|G|G|31.07.2015|04|11|||||||||163|163|tr|||
Niehues-Schütte|Jana|19.01.2006|w|2|40883|Ratingen|Marktplatz 121|N|000|islamisch|IR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|GY||||N|N|122257|G|G|31.07.2016||11||||||||||163||||
Nommsen|Mario|05.02.2006|m|2|33615|Bielefeld|Kleine Wallgasse 45|N|000|islamisch|IR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|116490|G|G|31.07.2016|04|11|||||||||163|163|tr|||
Polzer|Kristian|07.03.2005|m|2|44797|Bochum|Nobels Hof 60|N|000|evangelisch freikirchlich|ER|01.08.2015|||J|||2021|1|Q1|EF|GY8|1|RK|||N|N|2011|Gy|2015|GY||||N|N|151130|G|G|31.07.2015|04|11|||||E||||444|232||||
Puterer|Mathias|12.09.2006|m|2|50969|Köln|Marienwerderweg 256|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|124163|G|G|31.07.2016|04|11||||||||||||||
Rathjen|Ralf|24.06.2006|m|2|40239|Düsseldorf|Mozartstraße 233|N|000|katholisch|KR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|122580|G|G|31.07.2016|04|11||||||||||||||
Riddlesdale|Christian|22.01.2006|m|2|50737|Köln|Neben dem Rathause 374|N|000|katholisch|KR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|124163|G|G|31.07.2016|04|11||||||||||||||
Röchling|Jana|01.09.2006|w|2|47269|Duisburg|Schustergasse 189|N|000|katholisch|KR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|151130|G|G|31.07.2016|04|11|||||||||152|||||
Roßbecher|Christin|16.02.2006|w|2|58256|Ennepetal|Augsburger Straße 119|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|Gy||||N|N|122257|G|G|31.07.2016|04|11||||||||||||||
Rück|Sebastian|13.01.2007|m|2|40229|Düsseldorf|Bernhard-Lichtenberg-Straße 141|N|000|katholisch|KR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|Gy||||N|N|124163|G|G|31.07.2016|04|11||||||||||||||
Salge|Jennifer|01.09.2006|w|2|45131|Essen|Flakenseestraße 98|N|000|islamisch|IR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|Gy||||N|N|151130|G|G|31.07.2016|04|11|||||||||163|163||||
Sammet|Felix|16.12.2006|m|2|52441|Linnich|Tegernseestraße 334|N|475|orthodoxe|XO|13.02.2017|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012||2016|||||N|N||||15.01.2017||99|||||||2017|475|475|475|ar||31.01.2019|
Saßmannshausen|Anja|08.09.2006|w|2|47058|Duisburg|Flakenseestraße 394|N|000|katholisch|KR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|R/Gy|2016|||||N|N|111259|G|G|31.07.2016|04|11|||||||||137|||||
Schassen|David|29.10.2006|m|2|33034|Brakel|Bayernallee 322|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|192557|G|G|31.07.2016|04|11||||||||||||||
Schlimm|Swen|24.12.2006|m|2|45711|Datteln|Plehmpfad 151|N|000|katholisch|KR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|192557|G|G|31.07.2016|04|11||||||||||||||
Schöngarth|Franziska|02.08.2006|w|2|47057|Duisburg|Friedrichstraße 352|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|122257|G|G|31.07.2016|04|11||||||||||||||
Schrade|Kristian|27.07.2006|m|2|42289|Wuppertal|Schmale Gasse 238|N|000|islamisch|IR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|124163|G|G|31.07.2016|04|11||||||||||163||||
Schulte-Heymink|Diana|18.09.2006|w|2|58642|Iserlohn|Schonungsweg 431|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|192557|G|G|31.07.2016|04|11||||||||||||||
Schulte-Janning|Antje|28.08.2006|w|2|47137|Duisburg|Müggelheimer Straße 425|N|000|evangelisch|ER|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|131581|G|G|31.07.2016|04|11||||||||||||||
Schulte-Wiggering|Thorsten|13.02.2006|m|2|52078|Aachen|Kieler Straße 249|N|000|islamisch|IR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|Gy||||N|N|118229|G|G|31.07.2016|04|11||||||||||163||||
Schwidrik|Christian|20.07.2006|m|2|42113|Wuppertal|Breitscheidplatz 463|N|000|orthodoxe|XO|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|116490|G|G|31.07.2016|04|11|||||||||134|134|el|||
Seidel|Barbara|04.11.2006|w|2|59823|Arnsberg|Rathausstraße 57|N|000|katholisch|KR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|||||N|N|130990|G|G|31.07.2016|04|11||||||||||||||
Seipp|Barbara|22.06.2006|w|2|45739|Oer-Erkenschwick|Breite Straße 204|N|000|katholisch|KR|01.08.2016|||N|||2021|1|EF|EF|GY8|1|RK|||N|N|2012|Gy|2016|Gy||||N|N|151130|G|G|31.07.2016|04|11||||||||||||||
